"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","11","115","115","1","190.132019","0","0"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","11","150","255","1","158.149216","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","11","315","315","1","41.053593","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","11","4","4","1","2.534575","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","11","2","2","1","1.385808","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","11","4","4","1","4.161705","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","11","4","4","1","7.216664","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","11","60","60","1","69.807137","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","11","2","2","1","1.438389","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","11","7","12","1","9.307077","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","11","55","55","1","69.149414","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","11","32","32","1","63.773911","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","11","2","2","1","5.723121","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","11","2","2","1","4.969400","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","11","2","2","1","4.250081","0","0"
"/Game/MobileStarterContent/Props/Materials/M_TableRound.M_TableRound","11","55","55","1","73.615913","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Chair.M_Chair","11","55","55","1","65.824852","0","0"
"/Game/MobileStarterContent/Materials/M_Basic_Floor.M_Basic_Floor","11","55","55","1","59.388660","0","0"
"/Game/MobileStarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","11","57","57","1","65.776741","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Statue.M_Statue","11","55","55","1","65.205368","0","0"
"/Game/MobileStarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","11","55","55","1","110.875053","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","11","55","55","1","91.115158","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","11","55","55","1","80.063217","0","0"
"/Game/MobileStarterContent/Materials/M_Wood_Pine.M_Wood_Pine","11","55","55","1","8.988489","0","0"
"/Game/MobileStarterContent/Materials/M_Wood_Oak.M_Wood_Oak","11","55","55","1","71.858841","0","0"
"/Game/MobileStarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","11","55","55","1","67.270325","0","0"
"/Game/MobileStarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","11","55","55","1","62.800159","0","0"
"/Game/MobileStarterContent/Materials/M_Water_Ocean.M_Water_Ocean","11","55","55","1","58.840305","0","0"
"/Game/MobileStarterContent/Materials/M_Water_Lake.M_Water_Lake","11","55","55","1","57.287582","0","0"
"/Game/MobileStarterContent/Materials/M_Tech_Panel.M_Tech_Panel","11","55","55","1","56.265835","0","0"
"/Game/MobileStarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","11","55","55","1","55.914028","0","0"
"/Game/MobileStarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","11","55","55","1","55.669567","0","0"
"/Game/MobileStarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","11","55","55","1","55.468838","0","0"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","11","55","55","1","54.630138","0","0"
"/Game/MobileStarterContent/Materials/M_Rock_Slate.M_Rock_Slate","11","55","55","1","4.877295","0","0"
"/Game/MobileStarterContent/Materials/M_Ground_Moss.M_Ground_Moss","11","55","55","1","51.575466","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Spark.M_Spark","11","12","12","1","11.298465","0","0"
"/Game/MobileStarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","11","55","55","1","50.415977","0","0"
"/Game/MobileStarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","11","55","55","1","54.408600","0","0"
"/Game/MobileStarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","11","55","55","1","4.656461","0","0"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","11","55","55","1","53.790894","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Steel.M_Metal_Steel","11","55","55","1","53.738724","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Rust.M_Metal_Rust","11","55","55","1","50.025330","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Gold.M_Metal_Gold","11","55","55","1","52.688564","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Copper.M_Metal_Copper","11","55","55","1","53.484818","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","11","55","55","1","52.499550","0","0"
"/Game/MobileStarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","11","55","55","1","4.731055","0","0"
"/Game/MobileStarterContent/Materials/M_Ground_Grass.M_Ground_Grass","11","55","55","1","4.976619","0","0"
"/Game/MobileStarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","11","55","55","1","54.863457","0","0"
"/Game/MobileStarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","11","55","55","1","55.296928","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","11","55","55","1","57.500359","0","0"
"/Game/MobileStarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","11","55","55","1","57.476368","0","0"
"/Game/MobileStarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","11","55","55","1","5.072549","0","0"
"/Game/MobileStarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","11","55","55","1","4.760721","0","0"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","11","55","55","1","54.596348","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","11","96","96","1","92.648071","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","11","55","55","1","4.951072","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","11","55","55","1","54.602776","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","11","16","16","1","13.558352","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","11","55","55","1","5.102590","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","11","12","12","1","10.893477","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","11","55","55","1","54.370453","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Lamp.M_Lamp","11","55","55","1","54.175507","0","0"
"/Game/MobileStarterContent/Materials/M_Basic_Wall.M_Basic_Wall","11","55","55","1","4.337513","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","11","128","128","1","110.245422","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Frame.M_Frame","11","55","55","1","55.849518","0","0"
"/Game/MobileStarterContent/Materials/M_Glass.M_Glass","11","57","57","1","53.699596","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Burst.M_Burst","11","18","18","1","16.251249","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","11","12","12","1","9.939642","0","0"
"/Game/MobileStarterContent/Particles/Materials/m_flare_01.m_flare_01","11","16","16","1","12.634094","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","11","16","16","1","1.117449","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Shelf.M_Shelf","11","55","55","1","59.241497","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Door.M_Door","11","55","55","1","53.882481","0","0"
"/Game/MobileStarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","11","30","30","1","27.310705","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Bush.M_Bush","11","60","65","1","59.967419","0","0"
"/Game/MobileStarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","11","30","30","1","29.660528","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Rock.M_Rock","11","55","55","1","51.929661","0","0"
