"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/MobileStarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","16","21","21","1","38.158070","0","0"
"/Game/MobileStarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","16","21","21","1","44.347301","0","0"
"/Game/MobileStarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","16","21","21","1","5.121846","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Spark.M_Spark","16","24","24","1","41.483635","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Steel.M_Metal_Steel","16","21","21","1","49.873608","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Rust.M_Metal_Rust","16","21","21","1","52.192913","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Gold.M_Metal_Gold","16","21","21","1","51.598969","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Copper.M_Metal_Copper","16","21","21","1","45.925236","0","0"
"/Game/MobileStarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","16","21","21","1","4.586582","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","16","21","21","1","39.666573","0","0"
"/Game/MobileStarterContent/Materials/M_Ground_Grass.M_Ground_Grass","16","21","21","1","4.010529","0","0"
"/Game/MobileStarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","16","21","21","1","35.016544","0","0"
"/Game/MobileStarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","16","21","21","1","29.957396","0","0"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","16","21","21","1","30.327589","0","0"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","16","21","21","1","32.314720","0","0"
"/Game/MobileStarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","16","21","21","1","3.125992","0","0"
"/Game/MobileStarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","16","21","21","1","2.802186","0","0"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","16","21","21","1","36.777756","0","0"
"/Game/MobileStarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","16","21","21","1","41.702469","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","16","24","24","1","39.427353","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","16","84","84","1","124.320824","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","16","21","21","1","26.838358","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","16","32","32","1","34.157196","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","16","21","21","1","2.331043","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","16","21","21","1","26.122257","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","16","21","21","1","2.541598","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","16","21","21","1","25.749126","0","0"
"/Game/MobileStarterContent/Materials/M_Basic_Wall.M_Basic_Wall","16","21","21","1","2.321015","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","16","112","112","1","110.473083","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Frame.M_Frame","16","21","21","1","36.290497","0","0"
"/Game/MobileStarterContent/Materials/M_Glass.M_Glass","16","40","40","1","65.669670","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Burst.M_Burst","16","30","30","1","41.355637","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","16","24","24","1","32.568085","0","0"
"/Game/MobileStarterContent/Particles/Materials/m_flare_01.m_flare_01","16","32","32","1","44.006935","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","16","32","32","1","5.093451","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Shelf.M_Shelf","16","21","21","1","35.307205","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Door.M_Door","16","21","21","1","53.689911","0","0"
"/Game/MobileStarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","16","12","12","1","31.624262","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Bush.M_Bush","16","45","47","1","107.211029","0","0"
"/Game/MobileStarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","16","12","12","1","23.525066","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Rock.M_Rock","16","21","21","1","40.290298","0","0"
